id,date,user,department,software,seats,amount
334,2023-02-28 04:54:27 +0530,Dr. V.M. Koothrappali,Marketting,Google,3,6
335,2022-11-14 04:36:01 +0530,Leonard Hofstadter,Tech,Appolo,3,51
336,2023-03-02 20:09:49 +0530,Dr. Beverly Hofstadter,Sales,Sentry,2,10
337,2022-11-06 02:40:52 +0530,Rostenkowski,Tech,Circleci,1,9
338,2022-07-08 03:36:50 +0530,Wil Wheaton,Marketting,Zoho Crm,3,54
339,2022-09-27 10:20:30 +0530,Sheldon Cooper,Tech,Appolo,4,68
340,2023-02-03 09:52:50 +0530,Amy Farrah Fowler,Tech,Outplay,4,48
341,2022-08-15 09:39:54 +0530,Emily Sweeney,HR,Height,1,3
342,2023-03-30 05:25:14 +0530,Leonard Hofstadter,Tech,Slack,2,20
343,2022-07-22 15:00:34 +0530,Priya Koothrappali,Sales,Apple,3,60
344,2022-08-09 16:22:53 +0530,Sheldon Cooper,Tech,Apple,2,40
345,2023-01-09 21:12:22 +0530,Dr. Beverly Hofstadter,Sales,Sentry,1,5
346,2023-03-17 06:03:09 +0530,Wil Wheaton,Marketting,Figma,3,42
347,2022-10-21 12:49:49 +0530,Emily Sweeney,HR,Notion,3,21
348,2023-04-24 14:38:42 +0530,Dr. Beverly Hofstadter,Sales,Google,4,8
349,2022-08-06 15:17:58 +0530,Leonard Hofstadter,Tech,Google,2,4
350,2022-07-01 00:56:12 +0530,Emily Sweeney,HR,Google,3,6
351,2022-09-21 07:05:03 +0530,Priya Koothrappali,Sales,Height,3,9
352,2023-04-09 21:16:25 +0530,Rostenkowski,Tech,Github,1,4
353,2023-01-18 02:24:55 +0530,Leslie Winkle,Tech,Figma,2,28
354,2023-01-25 18:06:50 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40
355,2022-11-29 06:44:45 +0530,Amy Farrah Fowler,Tech,Fullstory,2,22
356,2023-01-28 13:08:39 +0530,Barry Kripke,Customer Success,Zapier,1,4
357,2022-05-15 14:05:41 +0530,Leslie Winkle,Tech,Teams,3,15
358,2022-12-11 00:12:37 +0530,Amy Farrah Fowler,Tech,Fullstory,1,11
359,2023-01-26 10:43:25 +0530,Sheldon Cooper,Tech,Slack,3,30
360,2022-06-12 20:33:31 +0530,Rostenkowski,Tech,Zoho Crm,1,18
361,2023-03-18 07:16:37 +0530,Barry Kripke,Customer Success,Teams,4,20
362,2022-05-10 15:41:14 +0530,Rostenkowski,Tech,Figma,5,70
363,2023-01-26 16:27:58 +0530,Denise,HR,Teams,3,15
364,2023-02-27 18:01:06 +0530,Leonard Hofstadter,Tech,Figma,1,14
365,2023-01-18 03:05:47 +0530,Dr. Beverly Hofstadter,Sales,Discord,3,3
366,2022-08-21 19:30:57 +0530,Amy Farrah Fowler,Tech,Figma,5,70
367,2022-12-27 05:35:50 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72
368,2023-02-26 12:02:04 +0530,Wil Wheaton,Marketting,Figma,3,42
369,2022-07-25 06:53:40 +0530,Sheldon Cooper,Tech,Notion,5,35
370,2022-09-17 22:06:43 +0530,Barry Kripke,Customer Success,Zoho Crm,5,90
371,2022-12-11 19:47:05 +0530,Emily Sweeney,HR,Circleci,4,36
372,2022-12-26 19:03:51 +0530,Priya Koothrappali,Sales,Outplay,3,36
373,2023-01-25 09:39:52 +0530,Bert Kibbler,Customer Success,Google,1,2
374,2023-03-17 16:02:04 +0530,Bert Kibbler,Customer Success,Zoho Crm,5,90
375,2022-09-18 16:30:39 +0530,Rostenkowski,Tech,Zapier,1,4
376,2023-03-10 16:31:45 +0530,Leonard Hofstadter,Tech,Circleci,2,18
377,2022-12-20 12:31:26 +0530,Sheldon Cooper,Tech,Figma,1,14
378,2022-09-22 15:33:35 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40
379,2023-02-14 19:13:59 +0530,Wil Wheaton,Marketting,Apple,1,20
380,2022-12-28 09:59:47 +0530,Barry Kripke,Customer Success,Notion,2,14
381,2022-10-07 01:07:41 +0530,Amy Farrah Fowler,Tech,Slack,2,20
382,2023-04-05 04:13:46 +0530,Emily Sweeney,HR,Fullstory,1,11
383,2022-08-21 14:28:31 +0530,Barry Kripke,Customer Success,Figma,1,14
384,2022-06-01 17:36:19 +0530,Priya Koothrappali,Sales,Height,1,3
385,2022-08-20 08:55:51 +0530,Priya Koothrappali,Sales,Notion,1,7
386,2022-12-24 06:15:43 +0530,Leslie Winkle,Tech,Teams,2,10
387,2022-05-22 07:58:37 +0530,Emily Sweeney,HR,Figma,2,28
388,2023-05-05 05:31:44 +0530,Leonard Hofstadter,Tech,Teams,5,25
389,2022-10-03 11:23:27 +0530,Sheldon Cooper,Tech,Height,4,12
390,2023-01-09 18:35:29 +0530,Wil Wheaton,Marketting,Zapier,2,8
391,2022-10-21 10:03:53 +0530,Leslie Winkle,Tech,Notion,3,21
392,2022-10-25 15:28:46 +0530,Priya Koothrappali,Sales,Zoho Crm,4,72
393,2022-09-21 09:08:11 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56
394,2022-06-12 13:22:04 +0530,Emily Sweeney,HR,Zoho Crm,4,72
395,2023-03-13 04:27:59 +0530,Leslie Winkle,Tech,Discord,3,3
396,2022-10-29 04:19:50 +0530,Emily Sweeney,HR,Appolo,3,51
397,2023-02-16 09:05:27 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,3,51
398,2022-07-07 00:40:48 +0530,Amy Farrah Fowler,Tech,Zoho Crm,2,36
399,2023-04-28 02:34:35 +0530,Priya Koothrappali,Sales,Circleci,4,36
400,2022-05-27 18:51:50 +0530,Bert Kibbler,Customer Success,Teams,2,10
401,2022-12-25 23:07:48 +0530,Dr. Beverly Hofstadter,Sales,Circleci,1,9
402,2022-05-28 10:19:40 +0530,Leslie Winkle,Tech,Discord,1,1
403,2023-01-24 17:11:07 +0530,Priya Koothrappali,Sales,Sentry,2,10
404,2022-07-27 12:43:34 +0530,Emily Sweeney,HR,Appolo,5,85
405,2022-11-12 05:05:23 +0530,Rostenkowski,Tech,Apple,1,20
406,2022-06-17 03:20:01 +0530,Denise,HR,Height,2,6
407,2022-12-19 19:22:23 +0530,Dr. Beverly Hofstadter,Sales,Github,1,4
408,2022-09-22 00:55:10 +0530,Leonard Hofstadter,Tech,Outplay,5,60
409,2022-09-01 16:37:20 +0530,Denise,HR,Slack,5,50
410,2023-02-27 10:01:57 +0530,Leonard Hofstadter,Tech,Outplay,4,48
411,2023-01-02 01:38:25 +0530,Leonard Hofstadter,Tech,Github,1,4
412,2023-03-05 12:02:20 +0530,Wil Wheaton,Marketting,Circleci,3,27
413,2022-08-16 22:59:09 +0530,Amy Farrah Fowler,Tech,Slack,3,30
414,2023-02-03 20:26:20 +0530,Denise,HR,Fullstory,4,44
415,2022-09-30 10:50:27 +0530,Dr. Beverly Hofstadter,Sales,Teams,3,15
416,2022-07-27 10:39:57 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,2,18
417,2022-12-10 09:26:07 +0530,Leonard Hofstadter,Tech,Discord,2,2
418,2023-02-17 13:03:26 +0530,Sheldon Cooper,Tech,Zoho Crm,2,36
419,2022-05-14 14:17:59 +0530,Barry Kripke,Customer Success,Zoho Crm,1,18
420,2023-03-29 22:17:30 +0530,Emily Sweeney,HR,Outplay,3,36
421,2023-01-15 09:30:41 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,2,8
422,2023-05-05 09:27:06 +0530,Wil Wheaton,Marketting,Outplay,2,24
423,2022-12-19 18:31:55 +0530,Sheldon Cooper,Tech,Zapier,5,20
424,2022-10-24 15:07:20 +0530,Amy Farrah Fowler,Tech,Zoho Crm,3,54
425,2023-04-15 06:43:11 +0530,Wil Wheaton,Marketting,Appolo,1,17
426,2023-01-30 14:42:48 +0530,Emily Sweeney,HR,Fullstory,2,22
427,2022-10-13 05:01:41 +0530,Leonard Hofstadter,Tech,Teams,1,5
428,2022-06-02 08:15:14 +0530,Emily Sweeney,HR,Zapier,1,4
429,2022-07-24 05:48:59 +0530,Emily Sweeney,HR,Height,3,9
430,2023-04-03 00:00:11 +0530,Barry Kripke,Customer Success,Teams,3,15
431,2023-02-17 16:03:17 +0530,Barry Kripke,Customer Success,Zoho Crm,3,54
432,2022-07-30 16:06:53 +0530,Priya Koothrappali,Sales,Google,4,8
433,2022-09-01 08:47:05 +0530,Denise,HR,Outplay,4,48
434,2022-07-28 00:32:57 +0530,Denise,HR,Notion,4,28
435,2022-10-04 20:14:43 +0530,Emily Sweeney,HR,Height,1,3
436,2023-04-12 14:52:17 +0530,Amy Farrah Fowler,Tech,Circleci,3,27
437,2022-06-22 13:45:29 +0530,Dr. V.M. Koothrappali,Marketting,Notion,1,7
438,2022-06-08 16:43:29 +0530,Barry Kripke,Customer Success,Outplay,4,48
439,2023-03-27 15:00:15 +0530,Denise,HR,Fullstory,5,55
440,2022-12-01 01:37:49 +0530,Barry Kripke,Customer Success,Apple,5,100
441,2023-03-31 02:35:03 +0530,Leslie Winkle,Tech,Notion,1,7
442,2022-12-31 22:01:47 +0530,Leslie Winkle,Tech,Figma,2,28
443,2022-05-26 04:32:21 +0530,Sheldon Cooper,Tech,Height,3,9
444,2022-06-24 01:47:02 +0530,Bert Kibbler,Customer Success,Zapier,3,12
445,2023-03-13 17:06:45 +0530,Wil Wheaton,Marketting,Fullstory,5,55
446,2022-10-06 08:35:56 +0530,Amy Farrah Fowler,Tech,Sentry,2,10
447,2022-07-09 05:33:59 +0530,Denise,HR,Height,4,12
448,2022-07-07 08:16:29 +0530,Leslie Winkle,Tech,Github,4,16
449,2022-05-26 05:34:03 +0530,Barry Kripke,Customer Success,Github,5,20
450,2023-04-12 00:44:11 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36
451,2022-06-23 06:40:41 +0530,Wil Wheaton,Marketting,Sentry,4,20
452,2022-11-29 11:48:54 +0530,Dr. V.M. Koothrappali,Marketting,Slack,4,40
453,2022-11-01 15:34:09 +0530,Emily Sweeney,HR,Sentry,2,10
454,2023-03-06 10:58:05 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12
455,2023-04-12 18:25:56 +0530,Leslie Winkle,Tech,Discord,4,4
456,2022-09-08 23:10:53 +0530,Emily Sweeney,HR,Notion,4,28
457,2022-10-28 13:51:02 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,3,27
458,2023-03-18 23:41:10 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12
459,2022-12-12 20:41:19 +0530,Emily Sweeney,HR,Fullstory,2,22
460,2022-09-22 02:31:03 +0530,Rostenkowski,Tech,Figma,3,42
461,2022-10-14 11:31:25 +0530,Sheldon Cooper,Tech,Discord,4,4
462,2022-07-14 20:03:22 +0530,Leonard Hofstadter,Tech,Zapier,2,8
463,2022-08-06 23:56:47 +0530,Amy Farrah Fowler,Tech,Outplay,4,48
464,2022-09-18 17:36:28 +0530,Leslie Winkle,Tech,Outplay,4,48
465,2022-10-02 01:46:55 +0530,Leonard Hofstadter,Tech,Notion,3,21
466,2022-08-21 20:16:11 +0530,Dr. V.M. Koothrappali,Marketting,Discord,1,1
467,2023-02-22 18:52:13 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10
468,2022-10-21 13:08:32 +0530,Dr. Beverly Hofstadter,Sales,Github,2,8
469,2022-10-24 09:48:57 +0530,Rostenkowski,Tech,Height,2,6
470,2022-07-04 21:30:34 +0530,Priya Koothrappali,Sales,Apple,5,100
471,2023-01-20 23:59:35 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10
472,2023-02-07 00:04:09 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,3,36
473,2023-01-25 18:04:41 +0530,Priya Koothrappali,Sales,Discord,3,3
474,2022-10-04 11:33:15 +0530,Wil Wheaton,Marketting,Github,1,4
475,2023-03-10 14:21:18 +0530,Bert Kibbler,Customer Success,Notion,1,7
476,2022-12-10 05:39:32 +0530,Emily Sweeney,HR,Zapier,4,16
477,2022-06-03 10:59:43 +0530,Amy Farrah Fowler,Tech,Appolo,4,68
478,2022-06-20 06:37:22 +0530,Leonard Hofstadter,Tech,Sentry,2,10
479,2022-11-28 17:50:26 +0530,Priya Koothrappali,Sales,Height,4,12
480,2022-10-28 09:36:59 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68
481,2023-04-15 22:00:34 +0530,Priya Koothrappali,Sales,Appolo,2,34
482,2023-02-07 01:00:55 +0530,Dr. Beverly Hofstadter,Sales,Notion,3,21
483,2023-03-25 03:34:40 +0530,Priya Koothrappali,Sales,Figma,4,56
484,2023-04-08 11:17:27 +0530,Bert Kibbler,Customer Success,Apple,1,20
485,2023-02-28 09:39:43 +0530,Bert Kibbler,Customer Success,Sentry,3,15
486,2023-03-25 17:59:38 +0530,Denise,HR,Slack,4,40
487,2023-05-07 13:37:19 +0530,Leonard Hofstadter,Tech,Circleci,3,27
488,2023-01-23 15:50:05 +0530,Leslie Winkle,Tech,Notion,2,14
489,2022-12-11 20:16:35 +0530,Leonard Hofstadter,Tech,Fullstory,3,33
490,2023-04-02 01:58:55 +0530,Leslie Winkle,Tech,Zapier,2,8
491,2022-11-27 03:46:22 +0530,Wil Wheaton,Marketting,Height,2,6
492,2023-04-07 12:01:08 +0530,Sheldon Cooper,Tech,Discord,4,4
493,2023-01-22 23:22:25 +0530,Dr. Beverly Hofstadter,Sales,Apple,5,100
494,2023-05-03 19:51:40 +0530,Bert Kibbler,Customer Success,Github,4,16
495,2023-01-31 06:15:20 +0530,Sheldon Cooper,Tech,Figma,2,28
496,2022-08-01 18:17:55 +0530,Barry Kripke,Customer Success,Notion,3,21
497,2022-12-27 16:25:42 +0530,Leonard Hofstadter,Tech,Discord,4,4
498,2023-01-16 01:00:56 +0530,Sheldon Cooper,Tech,Circleci,3,27
499,2022-11-03 17:54:47 +0530,Priya Koothrappali,Sales,Github,1,4
500,2023-03-07 02:18:13 +0530,Dr. V.M. Koothrappali,Marketting,Discord,2,2
501,2022-12-30 11:38:47 +0530,Wil Wheaton,Marketting,Google,2,4
502,2022-05-12 07:27:16 +0530,Leslie Winkle,Tech,Appolo,3,51
503,2022-07-03 16:09:15 +0530,Bert Kibbler,Customer Success,Fullstory,5,55
504,2022-11-11 20:20:27 +0530,Emily Sweeney,HR,Github,4,16
505,2023-03-06 06:24:31 +0530,Leslie Winkle,Tech,Github,3,12
506,2023-04-19 08:23:54 +0530,Leonard Hofstadter,Tech,Fullstory,2,22
507,2022-06-25 00:14:41 +0530,Denise,HR,Zapier,5,20
508,2023-04-06 15:52:14 +0530,Leonard Hofstadter,Tech,Notion,3,21
509,2023-04-19 08:32:10 +0530,Emily Sweeney,HR,Teams,4,20
510,2022-07-08 23:11:51 +0530,Leonard Hofstadter,Tech,Github,2,8
511,2022-06-29 02:01:26 +0530,Dr. V.M. Koothrappali,Marketting,Circleci,4,36
512,2022-09-30 20:42:48 +0530,Amy Farrah Fowler,Tech,Zoho Crm,2,36
513,2023-05-01 22:49:52 +0530,Emily Sweeney,HR,Github,2,8
514,2022-11-19 21:47:31 +0530,Leslie Winkle,Tech,Google,1,2
515,2023-04-02 11:29:47 +0530,Leonard Hofstadter,Tech,Sentry,2,10
516,2022-10-01 19:44:36 +0530,Bert Kibbler,Customer Success,Apple,4,80
517,2022-05-19 20:12:23 +0530,Bert Kibbler,Customer Success,Figma,5,70
518,2022-05-27 12:03:38 +0530,Wil Wheaton,Marketting,Sentry,2,10
519,2022-09-24 03:17:29 +0530,Amy Farrah Fowler,Tech,Notion,5,35
520,2023-03-02 07:40:40 +0530,Sheldon Cooper,Tech,Fullstory,1,11
521,2022-06-06 13:34:33 +0530,Denise,HR,Height,5,15
522,2023-01-22 14:57:17 +0530,Priya Koothrappali,Sales,Outplay,3,36
523,2022-07-26 17:13:19 +0530,Leslie Winkle,Tech,Google,5,10
524,2022-07-15 10:22:24 +0530,Leslie Winkle,Tech,Circleci,4,36
525,2022-05-20 11:49:45 +0530,Sheldon Cooper,Tech,Circleci,2,18
526,2022-11-24 08:01:20 +0530,Barry Kripke,Customer Success,Figma,3,42
527,2023-02-24 06:47:33 +0530,Amy Farrah Fowler,Tech,Teams,2,10
528,2022-08-25 01:19:27 +0530,Barry Kripke,Customer Success,Github,3,12
529,2022-06-04 02:43:25 +0530,Rostenkowski,Tech,Slack,2,20
530,2022-06-03 15:58:33 +0530,Leonard Hofstadter,Tech,Sentry,4,20
531,2022-10-21 18:16:56 +0530,Wil Wheaton,Marketting,Discord,4,4
532,2022-09-19 13:17:29 +0530,Leonard Hofstadter,Tech,Sentry,3,15
533,2022-07-31 09:41:50 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44
534,2022-06-04 23:41:32 +0530,Sheldon Cooper,Tech,Appolo,3,51
535,2022-11-22 13:36:30 +0530,Priya Koothrappali,Sales,Google,4,8
536,2022-09-18 09:06:35 +0530,Leonard Hofstadter,Tech,Outplay,5,60
537,2022-10-31 16:04:20 +0530,Barry Kripke,Customer Success,Github,2,8
538,2022-06-22 15:48:21 +0530,Dr. V.M. Koothrappali,Marketting,Discord,4,4
539,2022-06-28 19:40:42 +0530,Dr. Beverly Hofstadter,Sales,Height,4,12
540,2022-05-22 08:29:49 +0530,Priya Koothrappali,Sales,Github,3,12
541,2022-07-04 23:42:27 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33
542,2022-06-16 04:31:36 +0530,Priya Koothrappali,Sales,Zoho Crm,3,54
543,2022-10-12 07:48:36 +0530,Rostenkowski,Tech,Sentry,5,25
544,2022-07-18 00:38:45 +0530,Sheldon Cooper,Tech,Zapier,2,8
545,2022-06-06 18:40:40 +0530,Leonard Hofstadter,Tech,Notion,4,28
546,2022-12-24 14:56:28 +0530,Emily Sweeney,HR,Sentry,5,25
547,2022-10-05 19:37:12 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45
548,2023-05-02 10:27:18 +0530,Barry Kripke,Customer Success,Google,1,2
549,2022-05-20 21:07:37 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45
550,2022-08-17 11:34:57 +0530,Rostenkowski,Tech,Notion,3,21
551,2022-06-05 06:49:35 +0530,Bert Kibbler,Customer Success,Sentry,1,5
552,2022-11-04 12:08:18 +0530,Emily Sweeney,HR,Github,1,4
553,2022-11-30 09:08:20 +0530,Emily Sweeney,HR,Fullstory,4,44
554,2022-09-15 08:36:45 +0530,Wil Wheaton,Marketting,Notion,5,35
555,2022-11-27 03:16:05 +0530,Dr. V.M. Koothrappali,Marketting,Apple,3,60
556,2022-05-28 12:13:10 +0530,Bert Kibbler,Customer Success,Outplay,4,48
557,2022-05-24 03:49:40 +0530,Amy Farrah Fowler,Tech,Google,3,6
558,2023-01-19 23:39:26 +0530,Emily Sweeney,HR,Figma,4,56
559,2022-07-21 06:40:01 +0530,Rostenkowski,Tech,Zapier,2,8
560,2022-10-07 22:22:41 +0530,Barry Kripke,Customer Success,Appolo,3,51
561,2022-11-23 05:08:12 +0530,Sheldon Cooper,Tech,Google,1,2
562,2022-06-18 22:16:38 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72
563,2023-03-18 21:33:36 +0530,Sheldon Cooper,Tech,Github,2,8
564,2023-04-16 00:23:23 +0530,Amy Farrah Fowler,Tech,Notion,2,14
565,2022-09-27 03:27:36 +0530,Rostenkowski,Tech,Slack,3,30
566,2022-08-29 12:46:13 +0530,Wil Wheaton,Marketting,Height,3,9
567,2022-10-22 16:51:38 +0530,Barry Kripke,Customer Success,Notion,2,14
568,2023-03-31 22:12:48 +0530,Wil Wheaton,Marketting,Teams,1,5
569,2022-06-28 16:55:35 +0530,Dr. Beverly Hofstadter,Sales,Appolo,1,17
570,2022-09-18 12:23:25 +0530,Sheldon Cooper,Tech,Apple,4,80
571,2022-08-06 17:47:46 +0530,Priya Koothrappali,Sales,Notion,5,35
572,2022-06-23 02:06:32 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,4,68
573,2022-12-02 13:24:00 +0530,Bert Kibbler,Customer Success,Sentry,4,20
574,2022-05-31 06:08:21 +0530,Bert Kibbler,Customer Success,Slack,5,50
575,2022-05-31 20:21:22 +0530,Leonard Hofstadter,Tech,Fullstory,4,44
576,2022-07-23 19:25:39 +0530,Dr. Beverly Hofstadter,Sales,Google,5,10
577,2022-05-16 16:25:10 +0530,Priya Koothrappali,Sales,Height,5,15
578,2023-01-01 19:38:10 +0530,Denise,HR,Apple,1,20
579,2022-08-05 04:08:10 +0530,Wil Wheaton,Marketting,Sentry,5,25
580,2022-05-31 22:36:33 +0530,Denise,HR,Google,3,6
581,2023-05-07 20:48:48 +0530,Emily Sweeney,HR,Github,2,8
582,2023-04-14 17:50:47 +0530,Dr. V.M. Koothrappali,Marketting,Slack,2,20
583,2022-05-18 10:40:32 +0530,Dr. Beverly Hofstadter,Sales,Teams,2,10
584,2022-06-05 22:01:18 +0530,Denise,HR,Apple,4,80
585,2023-03-28 02:55:14 +0530,Amy Farrah Fowler,Tech,Height,2,6
586,2022-07-15 20:16:26 +0530,Rostenkowski,Tech,Github,5,20
587,2023-02-24 13:20:45 +0530,Leonard Hofstadter,Tech,Slack,1,10
588,2022-06-01 08:27:47 +0530,Emily Sweeney,HR,Sentry,2,10
589,2022-07-14 12:58:20 +0530,Sheldon Cooper,Tech,Figma,3,42
590,2023-02-22 23:59:20 +0530,Sheldon Cooper,Tech,Teams,1,5
591,2022-12-18 05:37:39 +0530,Sheldon Cooper,Tech,Circleci,4,36
592,2022-12-07 08:31:34 +0530,Priya Koothrappali,Sales,Github,5,20
593,2022-09-28 05:50:06 +0530,Dr. Beverly Hofstadter,Sales,Google,2,4
594,2023-01-26 18:10:01 +0530,Leslie Winkle,Tech,Discord,5,5
595,2022-07-30 21:06:26 +0530,Priya Koothrappali,Sales,Fullstory,3,33
596,2022-10-28 01:12:58 +0530,Bert Kibbler,Customer Success,Zapier,1,4
597,2022-09-27 18:43:09 +0530,Bert Kibbler,Customer Success,Github,5,20
598,2023-05-03 11:55:03 +0530,Amy Farrah Fowler,Tech,Sentry,4,20
599,2023-04-24 07:34:43 +0530,Leonard Hofstadter,Tech,Teams,3,15
600,2022-07-05 13:37:31 +0530,Wil Wheaton,Marketting,Google,5,10
601,2022-08-21 00:04:16 +0530,Sheldon Cooper,Tech,Circleci,2,18
602,2022-11-17 00:51:57 +0530,Priya Koothrappali,Sales,Google,4,8
603,2023-03-22 21:41:15 +0530,Leslie Winkle,Tech,Sentry,5,25
604,2023-01-16 21:54:23 +0530,Barry Kripke,Customer Success,Figma,4,56
605,2023-04-04 12:47:07 +0530,Dr. Beverly Hofstadter,Sales,Figma,1,14
606,2022-12-08 19:40:33 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48
607,2023-03-11 09:21:11 +0530,Wil Wheaton,Marketting,Outplay,2,24
608,2023-02-25 05:23:13 +0530,Bert Kibbler,Customer Success,Outplay,2,24
609,2022-08-24 05:35:19 +0530,Wil Wheaton,Marketting,Circleci,5,45
610,2023-04-01 18:13:48 +0530,Wil Wheaton,Marketting,Sentry,3,15
611,2023-03-09 18:21:17 +0530,Rostenkowski,Tech,Figma,2,28
612,2022-05-31 11:59:01 +0530,Dr. V.M. Koothrappali,Marketting,Teams,4,20
613,2022-10-14 20:07:33 +0530,Denise,HR,Outplay,1,12
614,2022-11-02 05:43:18 +0530,Amy Farrah Fowler,Tech,Appolo,4,68
615,2022-10-14 16:28:47 +0530,Leonard Hofstadter,Tech,Slack,5,50
616,2022-07-31 02:51:44 +0530,Sheldon Cooper,Tech,Slack,3,30
617,2022-07-19 00:34:15 +0530,Amy Farrah Fowler,Tech,Notion,1,7
618,2022-12-18 03:34:34 +0530,Emily Sweeney,HR,Fullstory,5,55
619,2022-06-09 18:57:42 +0530,Sheldon Cooper,Tech,Notion,5,35
620,2022-11-09 04:40:15 +0530,Emily Sweeney,HR,Zapier,3,12
621,2022-07-31 01:59:19 +0530,Rostenkowski,Tech,Height,5,15
622,2022-07-07 18:24:44 +0530,Bert Kibbler,Customer Success,Sentry,1,5
623,2022-10-30 10:05:02 +0530,Amy Farrah Fowler,Tech,Figma,5,70
624,2022-11-21 10:26:11 +0530,Sheldon Cooper,Tech,Zoho Crm,4,72
625,2023-04-21 22:09:41 +0530,Emily Sweeney,HR,Fullstory,4,44
626,2023-01-15 04:00:01 +0530,Emily Sweeney,HR,Discord,2,2
627,2022-08-08 00:33:19 +0530,Rostenkowski,Tech,Figma,5,70
628,2022-09-30 19:54:37 +0530,Dr. V.M. Koothrappali,Marketting,Teams,5,25
629,2022-06-19 14:50:53 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33
630,2023-04-17 16:14:22 +0530,Amy Farrah Fowler,Tech,Circleci,1,9
631,2023-01-13 22:10:57 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,2,8
632,2023-03-05 17:09:08 +0530,Emily Sweeney,HR,Discord,4,4
633,2022-11-03 18:07:54 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44
634,2023-03-02 23:08:27 +0530,Dr. Beverly Hofstadter,Sales,Slack,3,30
635,2022-05-28 03:07:44 +0530,Rostenkowski,Tech,Appolo,4,68
636,2022-06-19 23:27:23 +0530,Leonard Hofstadter,Tech,Slack,3,30
637,2022-06-15 13:25:43 +0530,Amy Farrah Fowler,Tech,Notion,1,7
638,2022-06-20 05:25:03 +0530,Denise,HR,Github,3,12
639,2023-01-25 18:03:07 +0530,Denise,HR,Zapier,3,12
640,2022-07-18 03:49:13 +0530,Emily Sweeney,HR,Zapier,3,12
641,2022-06-19 15:17:08 +0530,Amy Farrah Fowler,Tech,Discord,1,1
642,2022-08-11 00:01:57 +0530,Leslie Winkle,Tech,Github,3,12
643,2023-03-12 11:15:06 +0530,Wil Wheaton,Marketting,Circleci,5,45
644,2022-07-22 18:31:28 +0530,Rostenkowski,Tech,Google,4,8
645,2023-03-17 12:29:17 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,2,34
646,2022-12-11 16:39:30 +0530,Priya Koothrappali,Sales,Slack,4,40
647,2022-12-15 05:24:57 +0530,Emily Sweeney,HR,Apple,4,80
648,2022-05-23 23:34:24 +0530,Dr. V.M. Koothrappali,Marketting,Notion,4,28
649,2023-02-19 12:25:44 +0530,Leonard Hofstadter,Tech,Fullstory,2,22
650,2022-07-01 12:12:41 +0530,Barry Kripke,Customer Success,Appolo,5,85
651,2022-07-04 10:16:47 +0530,Leonard Hofstadter,Tech,Sentry,5,25
652,2023-01-19 12:40:27 +0530,Wil Wheaton,Marketting,Google,3,6
653,2022-05-20 02:59:35 +0530,Rostenkowski,Tech,Discord,5,5
654,2023-02-22 06:41:49 +0530,Emily Sweeney,HR,Apple,2,40
655,2022-10-21 07:29:24 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,2,36
656,2022-12-29 06:04:48 +0530,Amy Farrah Fowler,Tech,Notion,2,14
657,2022-12-27 19:22:18 +0530,Leslie Winkle,Tech,Teams,2,10
658,2023-01-01 14:08:33 +0530,Leslie Winkle,Tech,Apple,3,60
659,2022-07-16 18:39:19 +0530,Dr. Beverly Hofstadter,Sales,Sentry,1,5
660,2022-11-17 03:10:07 +0530,Amy Farrah Fowler,Tech,Zapier,3,12
661,2023-04-21 06:47:41 +0530,Emily Sweeney,HR,Google,2,4
662,2023-02-05 09:22:03 +0530,Priya Koothrappali,Sales,Discord,1,1
663,2022-08-08 00:24:56 +0530,Bert Kibbler,Customer Success,Height,3,9
664,2022-05-30 22:23:00 +0530,Priya Koothrappali,Sales,Google,2,4
665,2023-01-25 08:58:33 +0530,Bert Kibbler,Customer Success,Zoho Crm,2,36
666,2022-07-05 22:16:55 +0530,Rostenkowski,Tech,Google,3,6
